order_id,date,customer_id,category,product_name,quantity,unit_price,discount_pct,revenue,region,channel,payment_method,returned,customer_rating
ORD-10102,2024-07-08,CUST-27,Home & Garden,Home & Garden Item 10,3,154.03,0,462.09,East,Direct,Credit Card,0,2.1
ORD-10103,2024-12-04,CUST-263,Books,Books Item 8,4,30.85,0,123.4,Midwest,Email,Credit Card,0,
ORD-10104,2024-12-13,CUST-29,Sports,Sports Item 1,4,93.23,0,372.92,East,Social Media,PayPal,0,4.1
ORD-10105,2024-05-28,CUST-118,Home & Garden,Home & Garden Item 33,1,38.66,0.05,36.73,Northeast,Referral,Debit Card,0,
ORD-10106,2024-01-22,CUST-220,Books,Books Item 37,1,25.55,0,25.55,South,Referral,Apple Pay,0,
ORD-10107,2024-07-26,CUST-186,Electronics,Electronics Item 6,3,126.56,0.14,326.52,South,Organic Search,PayPal,0,2.6
ORD-10108,2024-02-10,CUST-40,Books,Books Item 33,3,35.85,0,107.55,West,Direct,PayPal,0,2.4
ORD-10109,2024-11-26,CUST-79,Clothing,Clothing Item 49,2,31.75,0,63.5,West,Paid Ads,Apple Pay,0,3.3
ORD-10110,2024-10-23,CUST-162,Books,Books Item 10,5,32.15,0.1,144.68,South,Organic Search,Apple Pay,0,2.2
ORD-10111,2024-05-20,CUST-20,Sports,Sports Item 4,1,72.23,0,72.23,Midwest,Social Media,Credit Card,0,4.9
ORD-10112,2024-02-16,CUST-22,Sports,Sports Item 29,5,90.85,0,454.25,Northeast,Referral,PayPal,0,2.9
ORD-10113,2024-03-18,CUST-259,Electronics,Electronics Item 42,4,106.05,0.1,381.78,East,Organic Search,PayPal,0,5.0
ORD-10114,2024-09-25,CUST-210,Sports,Sports Item 50,5,49.05,0,245.25,Midwest,Referral,Credit Card,0,3.6
ORD-10115,2024-02-03,CUST-77,Home & Garden,Home & Garden Item 22,1,121.19,0,121.19,West,Direct,PayPal,0,2.2
ORD-10116,2024-12-01,CUST-169,Beauty,Beauty Item 9,4,26.53,0.03,102.94,Northeast,Organic Search,Apple Pay,0,1.1
ORD-10117,2024-06-07,CUST-80,Clothing,Clothing Item 5,2,53.26,0.06,100.13,Midwest,Organic Search,Credit Card,0,4.5
ORD-10118,2024-11-12,CUST-85,Clothing,Clothing Item 47,5,56.4,0,282.0,South,Organic Search,Apple Pay,0,3.9
ORD-10119,2024-08-15,CUST-241,Sports,Sports Item 13,3,120.29,0.07,335.61,Midwest,Referral,Apple Pay,0,2.1
ORD-10120,2024-07-14,CUST-71,Sports,Sports Item 17,5,80.24,0,401.2,West,Referral,Apple Pay,0,3.2
ORD-10121,2024-02-22,CUST-140,Beauty,Beauty Item 29,5,77.08,0,385.4,Northeast,Paid Ads,Apple Pay,0,
ORD-10122,2024-04-23,CUST-192,Books,Books Item 16,3,42.5,0,127.5,South,Organic Search,Debit Card,0,
ORD-10123,2024-06-12,CUST-242,Electronics,Electronics Item 45,3,312.41,0,937.23,East,Referral,Apple Pay,0,1.0
ORD-10124,2024-02-10,CUST-271,Electronics,Electronics Item 28,3,139.7,0,419.1,West,Social Media,PayPal,0,1.2
ORD-10125,2024-08-02,CUST-275,Beauty,Beauty Item 2,5,49.5,0,247.5,Northeast,Direct,PayPal,0,2.2
ORD-10126,2024-01-01,CUST-44,Sports,Sports Item 34,3,58.87,0,176.61,Midwest,Organic Search,Credit Card,0,2.9
ORD-10127,2024-11-21,CUST-177,Books,Books Item 16,3,18.13,0,54.39,West,Direct,Debit Card,0,
ORD-10128,2024-06-29,CUST-238,Sports,Sports Item 45,3,127.62,0,382.86,South,Referral,PayPal,0,1.3
ORD-10129,2024-08-22,CUST-159,Electronics,Electronics Item 33,3,135.48,0.27,296.7,South,Direct,Apple Pay,0,
ORD-10130,2024-11-27,CUST-64,Clothing,Clothing Item 24,3,54.63,0.26,121.28,South,Email,Apple Pay,0,2.5
ORD-10131,2024-04-05,CUST-218,Books,Books Item 6,4,22.22,0.08,81.77,South,Direct,PayPal,0,2.3
ORD-10132,2024-02-10,CUST-180,Home & Garden,Home & Garden Item 29,3,83.47,0.13,217.86,West,Referral,Debit Card,0,2.7
ORD-10133,2024-11-23,CUST-82,Electronics,Electronics Item 2,1,276.36,0,276.36,East,Direct,Apple Pay,0,
ORD-10134,2024-02-04,CUST-231,Clothing,Clothing Item 24,3,55.09,0.01,163.62,Midwest,Email,Credit Card,0,3.1
ORD-10135,2024-07-22,CUST-256,Home & Garden,Home & Garden Item 34,3,74.94,0,224.82,South,Direct,Credit Card,0,
ORD-10136,2024-05-13,CUST-103,Beauty,Beauty Item 8,4,32.52,0.21,102.76,East,Organic Search,Apple Pay,0,
ORD-10137,2024-08-15,CUST-154,Electronics,Electronics Item 11,3,275.35,0.16,693.88,East,Social Media,PayPal,0,
ORD-10138,2024-04-12,CUST-189,Clothing,Clothing Item 30,2,93.63,0,187.26,Northeast,Paid Ads,Credit Card,0,
ORD-10139,2024-07-22,CUST-163,Beauty,Beauty Item 42,4,54.3,0.25,162.9,West,Email,Apple Pay,1,2.4
ORD-10140,2024-10-09,CUST-29,Beauty,Beauty Item 8,5,30.24,0.13,131.54,Northeast,Paid Ads,Debit Card,0,
ORD-10141,2024-06-14,CUST-129,Beauty,Beauty Item 13,2,41.72,0.27,60.91,Northeast,Social Media,PayPal,0,3.5
ORD-10142,2024-02-17,CUST-173,Sports,Sports Item 37,2,101.02,0,202.04,West,Organic Search,Credit Card,0,
ORD-10143,2024-11-24,CUST-255,Sports,Sports Item 41,3,108.14,0.12,285.49,Northeast,Social Media,Debit Card,0,4.2
ORD-10144,2024-12-16,CUST-238,Books,Books Item 14,3,25.33,0.05,72.19,Midwest,Direct,PayPal,0,3.9
ORD-10145,2024-06-25,CUST-124,Books,Books Item 30,2,36.38,0,72.76,West,Social Media,Apple Pay,0,
ORD-10146,2024-02-19,CUST-82,Electronics,Electronics Item 21,3,358.62,0.13,936.0,Northeast,Referral,Debit Card,0,
ORD-10147,2024-03-22,CUST-202,Books,Books Item 33,5,25.81,0.15,109.69,South,Paid Ads,PayPal,0,1.2
ORD-10148,2024-05-24,CUST-56,Books,Books Item 28,5,40.76,0.14,175.27,East,Social Media,Debit Card,0,2.5
ORD-10149,2024-07-24,CUST-198,Electronics,Electronics Item 33,5,243.55,0,1217.75,South,Direct,Debit Card,0,3.5
ORD-10150,2024-11-08,CUST-174,Electronics,Electronics Item 36,2,367.52,0,735.04,Midwest,Paid Ads,PayPal,0,2.6
ORD-10151,2024-01-21,CUST-234,Electronics,Electronics Item 10,1,116.11,0,116.11,Northeast,Direct,PayPal,0,3.5
ORD-10152,2024-03-24,CUST-261,Books,Books Item 35,5,35.62,0,178.1,South,Referral,Debit Card,0,1.1
ORD-10153,2024-06-18,CUST-14,Beauty,Beauty Item 39,1,86.09,0,86.09,South,Social Media,PayPal,0,3.3
ORD-10154,2024-03-28,CUST-125,Sports,Sports Item 3,5,122.95,0,614.75,Northeast,Referral,Credit Card,0,
ORD-10155,2024-08-13,CUST-242,Home & Garden,Home & Garden Item 48,4,60.21,0.12,211.94,West,Referral,PayPal,0,3.2
ORD-10156,2024-12-05,CUST-280,Books,Books Item 23,5,22.57,0.14,97.05,Midwest,Direct,Apple Pay,0,
ORD-10157,2024-05-06,CUST-107,Home & Garden,Home & Garden Item 45,5,82.27,0.29,292.06,South,Social Media,Apple Pay,0,4.7
ORD-10158,2024-05-20,CUST-203,Home & Garden,Home & Garden Item 23,1,123.52,0,123.52,East,Social Media,Credit Card,0,
ORD-10159,2024-02-10,CUST-139,Home & Garden,Home & Garden Item 36,4,135.9,0.06,510.98,Midwest,Paid Ads,Credit Card,0,3.3
ORD-10160,2024-05-04,CUST-170,Electronics,Electronics Item 46,5,142.7,0,713.5,South,Organic Search,PayPal,0,
ORD-10161,2024-10-08,CUST-148,Clothing,Clothing Item 21,4,81.26,0.14,279.53,Midwest,Referral,Credit Card,0,1.4
ORD-10162,2024-10-20,CUST-214,Clothing,Clothing Item 12,5,88.98,0.01,440.45,West,Email,Apple Pay,0,
ORD-10163,2024-05-28,CUST-233,Electronics,Electronics Item 42,1,164.52,0.28,118.45,Northeast,Direct,Apple Pay,0,1.5
ORD-10164,2024-09-15,CUST-235,Books,Books Item 42,3,15.94,0,47.82,Midwest,Referral,PayPal,0,
ORD-10165,2024-06-21,CUST-208,Home & Garden,Home & Garden Item 28,5,138.66,0,693.3,Northeast,Social Media,Credit Card,0,1.4
ORD-10166,2024-03-12,CUST-229,Books,Books Item 49,3,42.69,0,128.07,Midwest,Social Media,Debit Card,0,3.3
ORD-10167,2024-05-13,CUST-158,Beauty,Beauty Item 11,3,65.99,0,197.97,South,Referral,Debit Card,0,3.6
ORD-10168,2024-05-31,CUST-192,Home & Garden,Home & Garden Item 27,5,70.63,0.14,303.71,Northeast,Email,PayPal,0,3.7
ORD-10169,2024-11-01,CUST-32,Electronics,Electronics Item 36,5,209.02,0.02,1024.2,Northeast,Paid Ads,PayPal,0,
ORD-10170,2024-09-23,CUST-229,Books,Books Item 4,1,33.49,0.15,28.47,South,Paid Ads,Apple Pay,0,1.2
ORD-10171,2024-08-24,CUST-112,Beauty,Beauty Item 38,3,68.13,0,204.39,West,Organic Search,Apple Pay,0,1.3
ORD-10172,2024-01-31,CUST-216,Electronics,Electronics Item 24,4,84.52,0,338.08,South,Email,Apple Pay,0,3.7
ORD-10173,2024-12-04,CUST-276,Sports,Sports Item 26,2,108.42,0,216.84,Northeast,Paid Ads,PayPal,0,4.0
ORD-10174,2024-06-01,CUST-236,Books,Books Item 23,5,24.27,0,121.35,East,Social Media,PayPal,0,3.9
ORD-10175,2024-02-27,CUST-35,Electronics,Electronics Item 7,4,259.48,0.27,757.68,Northeast,Organic Search,Apple Pay,0,3.8
ORD-10176,2024-01-25,CUST-29,Clothing,Clothing Item 9,1,58.7,0,58.7,Northeast,Social Media,PayPal,0,3.9
ORD-10177,2024-06-12,CUST-267,Sports,Sports Item 15,5,122.7,0.07,570.55,South,Social Media,Debit Card,0,
ORD-10178,2024-10-29,CUST-177,Beauty,Beauty Item 42,2,61.32,0,122.64,South,Direct,Debit Card,0,2.6
ORD-10179,2024-06-02,CUST-154,Books,Books Item 46,2,36.16,0,72.32,East,Email,Credit Card,0,4.9
ORD-10180,2024-10-12,CUST-41,Sports,Sports Item 29,2,76.61,0,153.22,Midwest,Organic Search,PayPal,0,
ORD-10181,2024-07-12,CUST-287,Beauty,Beauty Item 14,5,59.7,0.06,280.59,South,Paid Ads,Debit Card,0,4.6
ORD-10182,2024-04-18,CUST-105,Clothing,Clothing Item 26,1,89.72,0.27,65.5,East,Direct,Debit Card,0,2.5
ORD-10183,2024-09-30,CUST-239,Beauty,Beauty Item 7,3,39.09,0,117.27,South,Social Media,PayPal,0,2.7
ORD-10184,2024-10-15,CUST-214,Clothing,Clothing Item 19,2,23.96,0,47.92,East,Paid Ads,Debit Card,0,
ORD-10185,2024-10-18,CUST-251,Clothing,Clothing Item 47,4,72.06,0.1,259.42,South,Email,PayPal,0,2.4
ORD-10186,2024-03-12,CUST-31,Beauty,Beauty Item 34,5,51.68,0.16,217.06,West,Organic Search,Credit Card,0,2.6
ORD-10187,2024-11-18,CUST-192,Clothing,Clothing Item 4,1,86.15,0,86.15,Northeast,Referral,Apple Pay,0,1.1
ORD-10188,2024-09-29,CUST-147,Sports,Sports Item 2,4,31.42,0,125.68,Northeast,Referral,Apple Pay,0,4.6
ORD-10189,2024-02-24,CUST-182,Electronics,Electronics Item 18,5,119.67,0,598.35,South,Organic Search,Debit Card,0,2.8
ORD-10190,2024-05-04,CUST-17,Beauty,Beauty Item 6,2,38.5,0.02,75.46,South,Email,Apple Pay,0,1.2
ORD-10191,2024-01-05,CUST-49,Beauty,Beauty Item 34,2,23.29,0.19,37.73,West,Paid Ads,PayPal,0,3.8
ORD-10192,2024-10-17,CUST-279,Books,Books Item 37,3,10.68,0,32.04,West,Paid Ads,Debit Card,0,
ORD-10193,2024-04-16,CUST-84,Sports,Sports Item 37,2,120.27,0.12,211.68,East,Direct,Apple Pay,1,3.2
ORD-10194,2024-07-15,CUST-178,Beauty,Beauty Item 4,2,72.83,0.02,142.75,West,Email,PayPal,0,2.4
ORD-10195,2024-11-10,CUST-231,Sports,Sports Item 32,4,146.27,0,585.08,East,Social Media,Apple Pay,0,3.7
ORD-10196,2024-12-04,CUST-38,Books,Books Item 6,1,36.8,0,36.8,Midwest,Paid Ads,Apple Pay,0,3.5
ORD-10197,2024-07-18,CUST-185,Home & Garden,Home & Garden Item 49,3,53.48,0,160.44,Midwest,Organic Search,PayPal,0,
ORD-10198,2024-08-08,CUST-182,Books,Books Item 36,5,28.97,0,144.85,West,Direct,Debit Card,1,1.0
ORD-10199,2024-07-30,CUST-125,Books,Books Item 37,1,35.09,0,35.09,Northeast,Paid Ads,Apple Pay,0,
ORD-10200,2024-05-17,CUST-216,Home & Garden,Home & Garden Item 20,3,111.47,0,334.41,South,Organic Search,Debit Card,0,
ORD-10201,2024-05-06,CUST-156,Beauty,Beauty Item 1,4,59.07,0,236.28,South,Social Media,Apple Pay,0,2.3
ORD-10202,2024-06-20,CUST-103,Books,Books Item 31,5,13.9,0,69.5,Midwest,Paid Ads,Apple Pay,0,2.2
ORD-10203,2024-12-21,CUST-202,Beauty,Beauty Item 24,4,85.24,0.1,306.86,West,Direct,PayPal,0,3.2
ORD-10204,2024-12-15,CUST-225,Sports,Sports Item 19,1,144.36,0,144.36,West,Email,Apple Pay,0,
ORD-10205,2024-06-04,CUST-246,Clothing,Clothing Item 38,3,81.78,0.24,186.46,South,Direct,Apple Pay,1,4.2
ORD-10206,2024-07-03,CUST-182,Beauty,Beauty Item 11,5,59.07,0.03,286.49,Northeast,Organic Search,Apple Pay,0,2.3
ORD-10207,2024-08-08,CUST-286,Electronics,Electronics Item 38,1,104.58,0,104.58,Northeast,Paid Ads,Apple Pay,0,2.9
ORD-10208,2024-12-13,CUST-44,Sports,Sports Item 8,5,48.09,0.14,206.79,East,Social Media,Debit Card,0,4.1
ORD-10209,2024-09-23,CUST-164,Books,Books Item 5,3,26.14,0,78.42,Midwest,Organic Search,Credit Card,0,
ORD-10210,2024-06-24,CUST-125,Beauty,Beauty Item 34,1,64.9,0,64.9,East,Direct,PayPal,0,2.7
ORD-10211,2024-08-24,CUST-203,Clothing,Clothing Item 2,4,79.18,0,316.72,Northeast,Paid Ads,Apple Pay,0,2.6
